PUBLICATION_DATE,UID,SITETYPE,SITE_ID,DATE_COL,VISIT_NO,PSTL_CODE,LAT_DD83,LON_DD83,AG_ECO9_NM,INDEX_VISIT,SAMPLE_TYPE,LAB,MATRIX,SAM_CODE,AMMONIA_N_BATCH_ID,AMMONIA_N_DATE_ANALYZED,AMMONIA_N_DATE_FILTERED,AMMONIA_N_DATE_PROCESSED,AMMONIA_N_DATE_RECEIVED,AMMONIA_N_HOLDING_TIME,AMMONIA_N_HOLDING_TIME_UNITS,AMMONIA_N_LAB_SAMPLE_ID,AMMONIA_N_MDL,AMMONIA_N_MDL_UNITS,AMMONIA_N_NARS_FLAG,AMMONIA_N_QA_FLAG,AMMONIA_N_RESULT,AMMONIA_N_RESULT_UNITS,AMMONIA_N_RL,AMMONIA_N_RL_UNITS,AMMONIA_N_SAMPLE_ID,AMMONIA_N_SHIP_FLAG,ANC_BATCH_ID,ANC_DATE_ANALYZED,ANC_DATE_FILTERED,ANC_DATE_PROCESSED,ANC_DATE_RECEIVED,ANC_HOLDING_TIME,ANC_HOLDING_TIME_UNITS,ANC_LAB_SAMPLE_ID,ANC_MDL,ANC_MDL_UNITS,ANC_NARS_FLAG,ANC_QA_FLAG,ANC_RESULT,ANC_RESULT_UNITS,ANC_RL,ANC_RL_UNITS,ANC_SAMPLE_ID,ANC_SHIP_FLAG,CALCIUM_BATCH_ID,CALCIUM_DATE_ANALYZED,CALCIUM_DATE_FILTERED,CALCIUM_DATE_PROCESSED,CALCIUM_DATE_RECEIVED,CALCIUM_HOLDING_TIME,CALCIUM_HOLDING_TIME_UNITS,CALCIUM_LAB_SAMPLE_ID,CALCIUM_MDL,CALCIUM_MDL_UNITS,CALCIUM_NARS_FLAG,CALCIUM_QA_FLAG,CALCIUM_RESULT,CALCIUM_RESULT_UNITS,CALCIUM_RL,CALCIUM_RL_UNITS,CALCIUM_SAMPLE_ID,CALCIUM_SHIP_FLAG,CHLORIDE_BATCH_ID,CHLORIDE_DATE_ANALYZED,CHLORIDE_DATE_FILTERED,CHLORIDE_DATE_PROCESSED,CHLORIDE_DATE_RECEIVED,CHLORIDE_HOLDING_TIME,CHLORIDE_HOLDING_TIME_UNITS,CHLORIDE_LAB_SAMPLE_ID,CHLORIDE_LRL,CHLORIDE_MDL,CHLORIDE_MDL_UNITS,CHLORIDE_NARS_FLAG,CHLORIDE_QA_FLAG,CHLORIDE_RESULT,CHLORIDE_RESULT_UNITS,CHLORIDE_RL,CHLORIDE_RL_UNITS,CHLORIDE_SAMPLE_ID,CHLORIDE_SHIP_FLAG,COLOR_BATCH_ID,COLOR_DATE_ANALYZED,COLOR_DATE_FILTERED,COLOR_DATE_PROCESSED,COLOR_DATE_RECEIVED,COLOR_HOLDING_TIME,COLOR_HOLDING_TIME_UNITS,COLOR_LAB_SAMPLE_ID,COLOR_MDL,COLOR_MDL_UNITS,COLOR_NARS_FLAG,COLOR_QA_FLAG,COLOR_RESULT,COLOR_RESULT_UNITS,COLOR_RL,COLOR_RL_UNITS,COLOR_SAMPLE_ID,COLOR_SHIP_FLAG,COND_BATCH_ID,COND_DATE_ANALYZED,COND_DATE_FILTERED,COND_DATE_PROCESSED,COND_DATE_RECEIVED,COND_HOLDING_TIME,COND_HOLDING_TIME_UNITS,COND_LAB_SAMPLE_ID,COND_MDL,COND_MDL_UNITS,COND_NARS_FLAG,COND_QA_FLAG,COND_RESULT,COND_RESULT_UNITS,COND_RL,COND_RL_UNITS,COND_SAMPLE_ID,COND_SHIP_FLAG,DOC_BATCH_ID,DOC_DATE_ANALYZED,DOC_DATE_FILTERED,DOC_DATE_PROCESSED,DOC_DATE_RECEIVED,DOC_HOLDING_TIME,DOC_HOLDING_TIME_UNITS,DOC_LAB_SAMPLE_ID,DOC_LRL,DOC_MDL,DOC_MDL_UNITS,DOC_NARS_FLAG,DOC_QA_FLAG,DOC_RESULT,DOC_RESULT_UNITS,DOC_RL,DOC_RL_UNITS,DOC_SAMPLE_ID,DOC_SHIP_FLAG,MAGNESIUM_BATCH_ID,MAGNESIUM_DATE_ANALYZED,MAGNESIUM_DATE_FILTERED,MAGNESIUM_DATE_PROCESSED,MAGNESIUM_DATE_RECEIVED,MAGNESIUM_HOLDING_TIME,MAGNESIUM_HOLDING_TIME_UNITS,MAGNESIUM_LAB_SAMPLE_ID,MAGNESIUM_MDL,MAGNESIUM_MDL_UNITS,MAGNESIUM_NARS_FLAG,MAGNESIUM_QA_FLAG,MAGNESIUM_RESULT,MAGNESIUM_RESULT_UNITS,MAGNESIUM_RL,MAGNESIUM_RL_UNITS,MAGNESIUM_SAMPLE_ID,MAGNESIUM_SHIP_FLAG,NITRATE_N_BATCH_ID,NITRATE_N_DATE_ANALYZED,NITRATE_N_DATE_FILTERED,NITRATE_N_DATE_PROCESSED,NITRATE_N_DATE_RECEIVED,NITRATE_N_HOLDING_TIME,NITRATE_N_HOLDING_TIME_UNITS,NITRATE_N_LAB_SAMPLE_ID,NITRATE_N_LRL,NITRATE_N_MDL,NITRATE_N_MDL_UNITS,NITRATE_N_NARS_FLAG,NITRATE_N_QA_FLAG,NITRATE_N_RESULT,NITRATE_N_RESULT_UNITS,NITRATE_N_RL,NITRATE_N_RL_UNITS,NITRATE_N_SAMPLE_ID,NITRATE_N_SHIP_FLAG,NITRATE_NITRITE_N_BATCH_ID,NITRATE_NITRITE_N_DATE_ANALYZED,NITRATE_NITRITE_N_DATE_FILTERED,NITRATE_NITRITE_N_DATE_PROCESSED,NITRATE_NITRITE_N_DATE_RECEIVED,NITRATE_NITRITE_N_HOLDING_TIME,NITRATE_NITRITE_N_HOLDING_TIME_UNITS,NITRATE_NITRITE_N_LAB_SAMPLE_ID,NITRATE_NITRITE_N_MDL,NITRATE_NITRITE_N_MDL_UNITS,NITRATE_NITRITE_N_NARS_FLAG,NITRATE_NITRITE_N_QA_FLAG,NITRATE_NITRITE_N_RESULT,NITRATE_NITRITE_N_RESULT_UNITS,NITRATE_NITRITE_N_RL,NITRATE_NITRITE_N_RL_UNITS,NITRATE_NITRITE_N_SAMPLE_ID,NITRITE_N_BATCH_ID,NITRITE_N_DATE_ANALYZED,NITRITE_N_HOLDING_TIME,NITRITE_N_HOLDING_TIME_UNITS,NITRITE_N_LAB_SAMPLE_ID,NITRITE_N_LRL,NITRITE_N_MDL,NITRITE_N_MDL_UNITS,NITRITE_N_QA_FLAG,NITRITE_N_RESULT,NITRITE_N_RESULT_UNITS,NITRITE_N_SAMPLE_ID,NITRITE_N_SHIP_FLAG,NTL_BATCH_ID,NTL_DATE_ANALYZED,NTL_DATE_FILTERED,NTL_DATE_PROCESSED,NTL_DATE_RECEIVED,NTL_HOLDING_TIME,NTL_HOLDING_TIME_UNITS,NTL_LAB_SAMPLE_ID,NTL_LRL,NTL_MDL,NTL_MDL_UNITS,NTL_NARS_FLAG,NTL_QA_FLAG,NTL_RESULT,NTL_RESULT_UNITS,NTL_RL,NTL_RL_UNITS,NTL_SAMPLE_ID,NTL_SHIP_FLAG,PH_BATCH_ID,PH_DATE_ANALYZED,PH_DATE_FILTERED,PH_DATE_PROCESSED,PH_DATE_RECEIVED,PH_HOLDING_TIME,PH_HOLDING_TIME_UNITS,PH_LAB_SAMPLE_ID,PH_MDL,PH_MDL_UNITS,PH_NARS_FLAG,PH_QA_FLAG,PH_RESULT,PH_RESULT_UNITS,PH_RL,PH_RL_UNITS,PH_SAMPLE_ID,PH_SHIP_FLAG,POTASSIUM_BATCH_ID,POTASSIUM_DATE_ANALYZED,POTASSIUM_DATE_FILTERED,POTASSIUM_DATE_PROCESSED,POTASSIUM_DATE_RECEIVED,POTASSIUM_HOLDING_TIME,POTASSIUM_HOLDING_TIME_UNITS,POTASSIUM_LAB_SAMPLE_ID,POTASSIUM_MDL,POTASSIUM_MDL_UNITS,POTASSIUM_NARS_FLAG,POTASSIUM_QA_FLAG,POTASSIUM_RESULT,POTASSIUM_RESULT_UNITS,POTASSIUM_RL,POTASSIUM_RL_UNITS,POTASSIUM_SAMPLE_ID,POTASSIUM_SHIP_FLAG,PTL_BATCH_ID,PTL_DATE_ANALYZED,PTL_DATE_FILTERED,PTL_DATE_PROCESSED,PTL_DATE_RECEIVED,PTL_HOLDING_TIME,PTL_HOLDING_TIME_UNITS,PTL_LAB_SAMPLE_ID,PTL_LRL,PTL_MDL,PTL_MDL_UNITS,PTL_NARS_FLAG,PTL_QA_FLAG,PTL_RESULT,PTL_RESULT_UNITS,PTL_RL,PTL_RL_UNITS,PTL_SAMPLE_ID,PTL_SHIP_FLAG,SAMPLE_CAT,SILICA_BATCH_ID,SILICA_DATE_ANALYZED,SILICA_DATE_FILTERED,SILICA_DATE_PROCESSED,SILICA_DATE_RECEIVED,SILICA_HOLDING_TIME,SILICA_HOLDING_TIME_UNITS,SILICA_LAB_SAMPLE_ID,SILICA_MDL,SILICA_MDL_UNITS,SILICA_NARS_FLAG,SILICA_QA_FLAG,SILICA_RESULT,SILICA_RESULT_UNITS,SILICA_RL,SILICA_RL_UNITS,SILICA_SAMPLE_ID,SILICA_SHIP_FLAG,SODIUM_BATCH_ID,SODIUM_DATE_ANALYZED,SODIUM_DATE_FILTERED,SODIUM_DATE_PROCESSED,SODIUM_DATE_RECEIVED,SODIUM_HOLDING_TIME,SODIUM_HOLDING_TIME_UNITS,SODIUM_LAB_SAMPLE_ID,SODIUM_MDL,SODIUM_MDL_UNITS,SODIUM_NARS_FLAG,SODIUM_QA_FLAG,SODIUM_RESULT,SODIUM_RESULT_UNITS,SODIUM_RL,SODIUM_RL_UNITS,SODIUM_SAMPLE_ID,SODIUM_SHIP_FLAG,SULFATE_BATCH_ID,SULFATE_DATE_ANALYZED,SULFATE_DATE_FILTERED,SULFATE_DATE_PROCESSED,SULFATE_DATE_RECEIVED,SULFATE_HOLDING_TIME,SULFATE_HOLDING_TIME_UNITS,SULFATE_LAB_SAMPLE_ID,SULFATE_LRL,SULFATE_MDL,SULFATE_MDL_UNITS,SULFATE_NARS_FLAG,SULFATE_QA_FLAG,SULFATE_RESULT,SULFATE_RESULT_UNITS,SULFATE_RL,SULFATE_RL_UNITS,SULFATE_SAMPLE_ID,SULFATE_SHIP_FLAG,TSS_BATCH_ID,TSS_DATE_ANALYZED,TSS_DATE_FILTERED,TSS_DATE_PROCESSED,TSS_DATE_RECEIVED,TSS_HOLDING_TIME,TSS_HOLDING_TIME_UNITS,TSS_LAB_SAMPLE_ID,TSS_LRL,TSS_MDL,TSS_MDL_UNITS,TSS_NARS_FLAG,TSS_QA_FLAG,TSS_RESULT,TSS_RESULT_UNITS,TSS_RL,TSS_RL_UNITS,TSS_SAMPLE_ID,TSS_SHIP_FLAG,TURB_BATCH_ID,TURB_DATE_ANALYZED,TURB_DATE_FILTERED,TURB_DATE_PROCESSED,TURB_DATE_RECEIVED,TURB_HOLDING_TIME,TURB_HOLDING_TIME_UNITS,TURB_LAB_SAMPLE_ID,TURB_MDL,TURB_MDL_UNITS,TURB_NARS_FLAG,TURB_QA_FLAG,TURB_RESULT,TURB_RESULT_UNITS,TURB_RL,TURB_RL_UNITS,TURB_SAMPLE_ID,TURB_SHIP_FLAG,NO3toTP
4/23/2019,1002013,PROB,KSRS_1288,4/30/2013,1,KS,39.12843,-95.65402,Temperate Plains,Y,CHEM,WRS,WATER,REGULAR,130522.1,5/22/2013,,,5/2/2013,22,DAYS,1310001,,,,,0.011,MG N/L,,,703580,,130503.1,5/3/2013,,,5/2/2013,3,DAYS,1310001,,,,,4822.28,UEQ/L,,,703580,,130628.1,6/28/2013,,,,59,DAYS,1310001,,,,,114.8,MG/L,,,703580,,130507.2,5/7/2013,,,5/2/2013,7,DAYS,1310001,0.06,,,,,169.008,MG/L,,,703580,,130502,5/2/2013,,,5/2/2013,2,DAYS,1310001,,,,,12,APHA PT-CO,,,703580,,130503.1,5/3/2013,,,5/2/2013,3,DAYS,1310001,,,,,1158,US/CM AT 25 C,,,703580,,130503.1,5/3/2013,,,5/2/2013,3,DAYS,1310001,0.2,,,,,4.56,MG/L,,,703580,,130628.1,6/28/2013,,,5/2/2013,59,DAYS,1310001,,,,,20.33,MG/L,,,703580,,130507.2,5/7/2013,,,,7,DAYS,1310001,0.02,,,,<LRL (0.02),0,MG N/L,,,703580,,,,,,,,,,,,,,,,,,,130507.2,5/7/2013,7,DAYS,1310001,0.02,,,<LRL (0.02),0,MG N/L,703580,,130506.1,5/6/2013,,,5/2/2013,6,DAYS,1310001,0.02,,,,,0.35,MG/L,,,703580,,130503.1,5/3/2013,,,5/2/2013,3,DAYS,1310001,,,,,7.88,STD. UNITS,,,703580,,130628.1,6/28/2013,,,5/2/2013,59,DAYS,1310001,,,,,3.664,MG/L,,,703580,,130506.1,5/6/2013,,,5/2/2013,6,DAYS,1310001,4,,,,,59,UG/L,,,703580,,P         ,130507.2,5/7/2013,,,5/2/2013,7,DAYS,1310001,,,,,8.977,MG/L,,,703580,,130628.1,6/28/2013,,,5/2/2013,59,DAYS,1310001,,,,,114.3,MG/L,,,703580,,130507.2,5/7/2013,,,,7,DAYS,1310001,0.18,,,,,105.096,MG/L,,,703580,,130507.1,5/7/2013,,,5/2/2013,7,DAYS,1310001,2,,,,,6.5,MG/L,,,703580,,130503.1,5/3/2013,,,5/2/2013,3,DAYS,1310001,,,,,3.5,NTU,,,703580,,0
4/23/2019,1002014,PROB,AZR9_0903,5/6/2013,1,AZ,32.40882,-111.1606,Xeric,Y,CHEM,WRS,WATER,REGULAR,130522.1,5/22/2013,,,5/8/2013,16,DAYS,1310003,,,,,10.209,MG N/L,,,703440,,130508.1,5/8/2013,,,5/8/2013,2,DAYS,1310003,,,,,3629.06,UEQ/L,,,703440,,130628.1,6/28/2013,,,,53,DAYS,1310003,,,,,70.04,MG/L,,,703440,,130513.1,5/13/2013,,,5/8/2013,7,DAYS,1310003,0.06,,,,,154.27,MG/L,,,703440,,130508,5/8/2013,,,5/8/2013,2,DAYS,1310003,,,,,30,APHA PT-CO,,,703440,,130508.1,5/8/2013,,,5/8/2013,2,DAYS,1310003,,,,,1218,US/CM AT 25 C,,,703440,,130509.1,5/9/2013,,,5/8/2013,3,DAYS,1310003,0.2,,,,,6.71,MG/L,,,703440,,130628.1,6/28/2013,,,5/8/2013,53,DAYS,1310003,,,,,10.59,MG/L,,,703440,,130513.1,5/13/2013,,,,7,DAYS,1310003,0.02,,,,,6.069,MG N/L,,,703440,,,,,,,,,,,,,,,,,,,130513.1,5/13/2013,7,DAYS,1310003,0.02,,,,0.31,MG N/L,703440,,130607.1,6/7/2013,,,5/8/2013,32,DAYS,1310003,0.02,,,,>HT,20.225,MG/L,,,703440,,130508.1,5/8/2013,,,5/8/2013,2,DAYS,1310003,,,,,7.86,STD. UNITS,,,703440,,130628.1,6/28/2013,,,5/8/2013,53,DAYS,1310003,,,,,19.61,MG/L,,,703440,,130607.1,6/7/2013,,,5/8/2013,32,DAYS,1310003,4,,,,>HT,3269,UG/L,,,703440,,P         ,130509.2,5/9/2013,,,5/8/2013,3,DAYS,1310003,,,,,36.988,MG/L,,,703440,,130628.1,6/28/2013,,,5/8/2013,53,DAYS,1310003,,,,,153.4,MG/L,,,703440,,130513.1,5/13/2013,,,,7,DAYS,1310003,0.18,,,,,151.101,MG/L,,,703440,,130509.1,5/9/2013,,,5/8/2013,3,DAYS,1310003,2,,,,,17.2,MG/L,,,703440,,130508.1,5/8/2013,,,5/8/2013,2,DAYS,1310003,,,,,5.7,NTU,,,703440,,0.001856531
4/23/2019,1002015,PROB,AZSS_1115,5/7/2013,1,AZ,34.33749,-111.0138,Western Mountains,Y,CHEM,WRS,WATER,REGULAR,130522.1,5/22/2013,,,5/9/2013,15,DAYS,1310004,,,,,0.014,MG N/L,,,703500,,130509.1,5/9/2013,,,5/9/2013,2,DAYS,1310004,,,,,1571.94,UEQ/L,,,703500,,130628.1,6/28/2013,,,,52,DAYS,1310004,,,,,28.3,MG/L,,,703500,,130513.1,5/13/2013,,,5/9/2013,6,DAYS,1310004,0.06,,,,,1.336,MG/L,,,703500,,130509,5/9/2013,,,5/9/2013,2,DAYS,1310004,,,,,0,APHA PT-CO,,,703500,,130509.1,5/9/2013,,,5/9/2013,2,DAYS,1310004,,,,,192.2,US/CM AT 25 C,,,703500,,130509.1,5/9/2013,,,5/9/2013,2,DAYS,1310004,0.2,,,,,1.26,MG/L,,,703500,,130628.1,6/28/2013,,,5/9/2013,52,DAYS,1310004,,,,,6.822,MG/L,,,703500,,130513.1,5/13/2013,,,,6,DAYS,1310004,0.02,,,,,0.021,MG N/L,,,703500,,,,,,,,,,,,,,,,,,,130513.1,5/13/2013,6,DAYS,1310004,0.02,,,<LRL (0.02),0,MG N/L,703500,,130523.1,5/23/2013,,,5/9/2013,16,DAYS,1310004,0.02,,,,,0.086,MG/L,,,703500,,130509.1,5/9/2013,,,5/9/2013,2,DAYS,1310004,,,,,7.84,STD. UNITS,,,703500,,130628.1,6/28/2013,,,5/9/2013,52,DAYS,1310004,,,,,0.579,MG/L,,,703500,,130523.1,5/23/2013,,,5/9/2013,16,DAYS,1310004,4,,,,,18,UG/L,,,703500,,P         ,130509.1,5/9/2013,,,5/9/2013,2,DAYS,1310004,,,,,6.979,MG/L,,,703500,,130628.1,6/28/2013,,,5/9/2013,52,DAYS,1310004,,,,,2.13,MG/L,,,703500,,130513.1,5/13/2013,,,,6,DAYS,1310004,0.18,,,,,19.442,MG/L,,,703500,,130509.1,5/9/2013,,,5/9/2013,2,DAYS,1310004,2,,,,<LRL (2),0.6,MG/L,,,703500,,130509.1,5/9/2013,,,5/9/2013,2,DAYS,1310004,,,,,1.16,NTU,,,703500,,0.001166667
4/23/2019,1002016,PROB,KSR9_0910,5/6/2013,1,KS,39.49523,-97.2319,Southern Plains,Y,CHEM,WRS,WATER,REGULAR,130522.1,5/22/2013,,,5/8/2013,16,DAYS,1310002,,,,,0.008,MG N/L,,,703600,,130508.1,5/8/2013,,,5/8/2013,2,DAYS,1310002,,,,,4437.6,UEQ/L,,,703600,,130628.1,6/28/2013,,,,53,DAYS,1310002,,,,,81.49,MG/L,,,703600,,130513.1,5/13/2013,,,5/8/2013,7,DAYS,1310002,0.06,,,,,83.541,MG/L,,,703600,,130508,5/8/2013,,,5/8/2013,2,DAYS,1310002,,,,,24,APHA PT-CO,,,703600,,130508.1,5/8/2013,,,5/8/2013,2,DAYS,1310002,,,,,865,US/CM AT 25 C,,,703600,,130509.1,5/9/2013,,,5/8/2013,3,DAYS,1310002,0.2,,,,,5.73,MG/L,,,703600,,130628.1,6/28/2013,,,5/8/2013,53,DAYS,1310002,,,,,16.92,MG/L,,,703600,,130513.1,5/13/2013,,,,7,DAYS,1310002,0.02,,,,,0.304,MG N/L,,,703600,,,,,,,,,,,,,,,,,,,130513.1,5/13/2013,7,DAYS,1310002,0.02,,,<LRL (0.02),0,MG N/L,703600,,130523.1,5/23/2013,,,5/8/2013,17,DAYS,1310002,0.02,,,,,1.475,MG/L,,,703600,,130508.1,5/8/2013,,,5/8/2013,2,DAYS,1310002,,,,,8.33,STD. UNITS,,,703600,,130628.1,6/28/2013,,,5/8/2013,53,DAYS,1310002,,,,,11.94,MG/L,,,703600,,130523.1,5/23/2013,,,5/8/2013,17,DAYS,1310002,4,,,,,311,UG/L,,,703600,,P         ,130509.2,5/9/2013,,,5/8/2013,3,DAYS,1310002,,,,,16.819,MG/L,,,703600,,130628.1,6/28/2013,,,5/8/2013,53,DAYS,1310002,,,,,85.55,MG/L,,,703600,,130513.1,5/13/2013,,,,7,DAYS,1310002,0.18,,,,,106.315,MG/L,,,703600,,130509.1,5/9/2013,,,5/8/2013,3,DAYS,1310002,2,,,,,49.4,MG/L,,,703600,,130508.1,5/8/2013,,,5/8/2013,2,DAYS,1310002,,,,,28.78,NTU,,,703600,,0.000977492
4/23/2019,1002017,PROB,AZLS_1055,5/8/2013,1,AZ,34.86995,-112.0693,Western Mountains,Y,CHEM,WRS,WATER,REGULAR,130522.1,5/22/2013,,,5/10/2013,14,DAYS,1310005,,,,,0.008,MG N/L,,,703480,,130510.1,5/10/2013,,,5/10/2013,2,DAYS,1310005,,,,,5889.98,UEQ/L,,,703480,,130628.1,6/28/2013,,,,51,DAYS,1310005,,,,,74.38,MG/L,,,703480,,130513.1,5/13/2013,,,5/10/2013,5,DAYS,1310005,0.06,,,,,5.156,MG/L,,,703480,,130510,5/10/2013,,,5/10/2013,2,DAYS,1310005,,,,,0,APHA PT-CO,,,703480,,130510.1,5/10/2013,,,5/10/2013,2,DAYS,1310005,,,,,529,US/CM AT 25 C,,,703480,,130523.1,5/23/2013,,,5/10/2013,15,DAYS,1310005,0.2,,,,,0.75,MG/L,,,703480,,130628.1,6/28/2013,,,5/10/2013,51,DAYS,1310005,,,,,28.52,MG/L,,,703480,,130513.1,5/13/2013,,,,5,DAYS,1310005,0.02,,,,,0.039,MG N/L,,,703480,,,,,,,,,,,,,,,,,,,130513.1,5/13/2013,5,DAYS,1310005,0.02,,,<LRL (0.02),0,MG N/L,703480,,130523.1,5/23/2013,,,5/10/2013,15,DAYS,1310005,0.02,,,,,0.123,MG/L,,,703480,,130510.1,5/10/2013,,,5/10/2013,2,DAYS,1310005,,,,,8,STD. UNITS,,,703480,,130628.1,6/28/2013,,,5/10/2013,51,DAYS,1310005,,,,,1.16,MG/L,,,703480,,130523.1,5/23/2013,,,5/10/2013,15,DAYS,1310005,4,,,,,32,UG/L,,,703480,,P         ,130514.1,5/14/2013,,,5/10/2013,6,DAYS,1310005,,,,,15.768,MG/L,,,703480,,130628.1,6/28/2013,,,5/10/2013,51,DAYS,1310005,,,,,5.32,MG/L,,,703480,,130513.1,5/13/2013,,,,5,DAYS,1310005,0.18,,,,,4.139,MG/L,,,703480,,130515.1,5/15/2013,,,5/10/2013,7,DAYS,1310005,2,,,,<LRL (2),0.8,MG/L,,,703480,,130510.1,5/10/2013,,,5/10/2013,2,DAYS,1310005,,,,,0.01,NTU,,,703480,,0.00121875
4/23/2019,1002018,PROB,KSRS_1270,5/13/2013,1,KS,37.17128,-96.84909,Temperate Plains,Y,CHEM,WRS,WATER,REGULAR,130522.1,5/22/2013,,,5/15/2013,9,DAYS,1310006,,,,,0.005,MG N/L,,,703660,,130515.1,5/15/2013,,,5/15/2013,2,DAYS,1310006,,,,,3929.21,UEQ/L,,,703660,,130628.1,6/28/2013,,,,46,DAYS,1310006,,,,,76.17,MG/L,,,703660,,130516.1,5/16/2013,,,5/15/2013,3,DAYS,1310006,0.06,,,,,13.49,MG/L,,,703660,,130515,5/15/2013,,,5/15/2013,2,DAYS,1310006,,,,,15,APHA PT-CO,,,703660,,130515.1,5/15/2013,,,5/15/2013,2,DAYS,1310006,,,,,416,US/CM AT 25 C,,,703660,,130523.1,5/23/2013,,,5/15/2013,10,DAYS,1310006,0.2,,,,,2.87,MG/L,,,703660,,130628.1,6/28/2013,,,5/15/2013,46,DAYS,1310006,,,,,5.313,MG/L,,,703660,,130516.1,5/16/2013,,,,3,DAYS,1310006,0.02,,,,<LRL (0.02),0,MG N/L,,,703660,,,,,,,,,,,,,,,,,,,130516.1,5/16/2013,3,DAYS,1310006,0.02,,,<LRL (0.02),0,MG N/L,703660,,130523.1,5/23/2013,,,5/15/2013,10,DAYS,1310006,0.02,,,,,0.309,MG/L,,,703660,,130515.1,5/15/2013,,,5/15/2013,2,DAYS,1310006,,,,,8.23,STD. UNITS,,,703660,,130628.1,6/28/2013,,,5/15/2013,46,DAYS,1310006,,,,,1.424,MG/L,,,703660,,130523.1,5/23/2013,,,5/15/2013,10,DAYS,1310006,4,,,,,28,UG/L,,,703660,,P         ,130516.1,5/16/2013,,,5/15/2013,3,DAYS,1310006,,,,,4.135,MG/L,,,703660,,130628.1,6/28/2013,,,5/15/2013,46,DAYS,1310006,,,,,10.63,MG/L,,,703660,,130516.1,5/16/2013,,,,3,DAYS,1310006,0.18,,,,,19.652,MG/L,,,703660,,130515.1,5/15/2013,,,5/15/2013,2,DAYS,1310006,2,,,,,3.8,MG/L,,,703660,,130515.1,5/15/2013,,,5/15/2013,2,DAYS,1310006,,,,,2.7,NTU,,,703660,,0
4/23/2019,1002019,PROB,KSS9_0933,5/14/2013,1,KS,37.84409,-96.85665,Temperate Plains,Y,CHEM,WRS,WATER,REGULAR,130522.1,5/22/2013,,,5/16/2013,8,DAYS,1310007,,,,,0.014,MG N/L,,,703560,,130516.1,5/16/2013,,,5/16/2013,2,DAYS,1310007,,,,,4171.87,UEQ/L,,,703560,,130628.1,6/28/2013,,,,45,DAYS,1310007,,,,,74,MG/L,,,703560,,130516.1,5/16/2013,,,5/16/2013,2,DAYS,1310007,0.06,,,,,101.765,MG/L,,,703560,,130516,5/16/2013,,,5/16/2013,2,DAYS,1310007,,,,,22,APHA PT-CO,,,703560,,130516.1,5/16/2013,,,5/16/2013,2,DAYS,1310007,,,,,756,US/CM AT 25 C,,,703560,,130523.1,5/23/2013,,,5/16/2013,9,DAYS,1310007,0.2,,,,,6.98,MG/L,,,703560,,130628.1,6/28/2013,,,5/16/2013,45,DAYS,1310007,,,,,16.72,MG/L,,,703560,,130516.1,5/16/2013,,,,2,DAYS,1310007,0.02,,,,<LRL (0.02),0.003,MG N/L,,,703560,,,,,,,,,,,,,,,,,,,130516.1,5/16/2013,2,DAYS,1310007,0.02,,,<LRL (0.02),0,MG N/L,703560,,130523.1,5/23/2013,,,5/16/2013,9,DAYS,1310007,0.02,,,,,0.625,MG/L,,,703560,,130516.1,5/16/2013,,,5/16/2013,2,DAYS,1310007,,,,,8.05,STD. UNITS,,,703560,,130628.1,6/28/2013,,,5/16/2013,45,DAYS,1310007,,,,,3.281,MG/L,,,703560,,130523.1,5/23/2013,,,5/16/2013,9,DAYS,1310007,4,,,,,66,UG/L,,,703560,,P         ,130517.1,5/17/2013,,,5/16/2013,3,DAYS,1310007,,,,,8.268,MG/L,,,703560,,130628.1,6/28/2013,,,5/16/2013,45,DAYS,1310007,,,,,67.29,MG/L,,,703560,,130516.1,5/16/2013,,,,2,DAYS,1310007,0.18,,,,,27.622,MG/L,,,703560,,130521.1,5/21/2013,,,5/16/2013,7,DAYS,1310007,2,,,,,9.8,MG/L,,,703560,,130516.1,5/16/2013,,,5/16/2013,2,DAYS,1310007,,,,,7.79,NTU,,,703560,,4.55E-05
